pred_obj_id,pred_obj_id,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
7.0,7,2.1222327e-06,1.0995864e-06,4.3162592e-05,8.229084e-05,0.003236508,0.0019224875,8.701323e-07,0.9947114,2.695224e-08,9.981954e-08
5.0,1,0.0004585987,0.5399912,0.0035322972,0.017328246,0.00076724327,0.0005907304,0.013975751,0.0014479558,0.011165898,0.41074204
7.0,4,0.0045727994,0.00018080902,0.08048235,0.015135417,0.88717717,0.0018025883,0.009762504,0.0005331092,0.0003068358,4.6454286e-05
7.0,6,1.77164e-05,0.00073594565,0.025857935,0.0022269727,0.0146976905,0.0036111088,0.9527111,8.7980545e-05,1.7430924e-05,3.6058762e-05
8.0,3,0.000790909,0.00016956146,0.011614418,0.787304,0.03676613,0.048676845,0.020045854,0.09185086,0.0014368518,0.0013447017
9.0,5,0.00036264714,9.785816e-05,0.07198838,0.055195168,0.0022305786,0.80959016,0.0017219316,0.05838443,2.1677772e-05,0.00040724958
9.0,0,0.37634808,0.002093694,0.37154028,0.12731734,0.0023296254,0.07887669,0.0070474846,0.015270309,0.010161621,0.009014833
9.0,2,0.06585478,0.0049933824,0.60659444,0.0018662108,0.019451277,0.0028723464,0.0019819585,0.005672504,0.2746779,0.01603519
0.0,6,0.0062511885,0.004579818,0.31410205,0.011063111,0.010532722,0.01938928,0.63033605,6.149051e-05,0.0016373897,0.0020469169
6.0,8,0.054760635,3.2531785e-05,0.014386013,0.0001191535,0.00021436832,7.5868185e-05,6.504642e-05,4.172936e-05,0.930031,0.0002736447
6.0,1,0.37928975,0.5088506,0.07090334,0.0048947907,0.010003683,0.0004911524,0.0003441609,0.0013980285,0.010755613,0.013068852
3.0,8,0.002731119,8.563249e-05,9.3006485e-05,1.9608418e-05,3.8929746e-05,1.5908045e-05,1.9388244e-06,3.2691343e-05,0.9968838,9.728905e-05
9.0,6,0.0012624159,4.434494e-06,0.048731092,0.078579195,0.0012781558,0.0017470337,0.8673682,5.2811116e-05,0.00061446545,0.000362121
2.0,0,0.83201325,0.0003713614,0.019769093,0.0003206721,0.0007488547,2.166329e-05,0.00015101241,1.3396457e-05,0.14594793,0.0006428383
1.0,7,0.01761707,0.0015431112,0.003941557,0.093011975,0.009511457,0.049834996,0.00027649404,0.8184514,0.004294259,0.0015176256
4.0,2,0.006778838,0.0062453575,0.54851466,0.061663665,0.17809844,0.06417061,0.10174371,0.025981594,0.0019498371,0.004853239
2.0,0,0.9678435,0.00046656726,0.010221416,0.0009731564,0.005370745,1.1388109e-05,0.002529236,6.73412e-07,0.01217658,0.00040681427
4.0,5,0.36229262,9.577337e-05,0.108680256,0.064305276,0.00039368114,0.41222113,0.0001414453,0.007252681,0.04159351,0.0030235488
8.0,9,0.003982908,0.0034308953,0.0007772343,0.004772359,0.00011931523,0.0013710303,0.0007257507,0.0018979069,0.0003637086,0.98255897
0.0,1,0.006530858,0.778109,0.0006936155,0.0007276248,4.79797e-05,7.6376666e-05,4.5113786e-05,0.00053136883,0.066653185,0.14658493
4.0,1,0.026790313,0.37303174,0.027374359,0.0047009476,0.0033519266,0.00039331766,0.00021794593,0.005434328,0.23951463,0.31919047
6.0,2,0.039849326,0.0028159171,0.58322656,0.09849742,0.02344783,0.09432726,0.03205938,0.012012078,0.104731366,0.009032828
0.0,1,3.991016e-05,0.9970764,0.000121534744,3.0371548e-05,3.864326e-06,1.2743255e-06,1.7492852e-05,1.6058276e-06,0.0007529874,0.0019545008
9.0,3,0.00028216804,7.6077267e-06,0.017856563,0.89753896,0.00381176,0.06924157,0.00083041517,0.008833825,0.00078803604,0.00080906716
8.0,0,0.7398383,0.0013380167,0.008280661,0.0002559373,0.00076455704,1.8424074e-05,0.000100370824,4.2750307e-06,0.24891642,0.00048296247
4.0,4,0.0011104677,5.386171e-05,0.10923498,0.23537762,0.41890815,0.15405248,0.019758817,0.06045392,0.0006257232,0.0004240897
4.0,4,0.00041541376,0.00024139845,0.055482805,0.14902881,0.596614,0.110713385,0.060051348,0.027171569,0.0001071545,0.00017403229
2.0,0,0.99449325,1.76032e-05,0.0002637547,0.0021410328,0.0009163129,0.0004501752,1.4280312e-05,0.0010138834,9.708277e-07,0.0006888098
9.0,2,0.0095631145,4.502292e-05,0.7037241,0.1705462,0.0058303257,0.028606221,0.044940725,0.00078035716,0.03404551,0.001918443
2.0,0,0.8366725,0.124577664,0.001612786,0.00023713619,0.00043380275,4.2024574e-05,0.0010675348,1.9538984e-06,0.01871751,0.01663714
3.0,5,0.0050087906,5.2753032e-05,0.00489091,0.074827366,0.0015651381,0.87253535,0.00059013953,0.03979071,0.00042376673,0.00031511663
1.0,3,7.577413e-05,0.010444436,0.17754796,0.56100756,0.00018078103,0.06319413,0.13179669,0.0006783755,0.0010160869,0.054058164
7.0,7,1.4149289e-05,2.172196e-07,0.00010856197,0.00023705556,7.9688754e-05,0.0124728335,1.2026007e-07,0.9870833,4.3804222e-09,3.970706e-06
1.0,7,0.0010547434,0.00022548376,0.28157532,0.010628553,0.13862927,0.009950139,0.00097309914,0.55594385,2.7273729e-05,0.0009923003
4.0,1,0.00010912197,0.99122167,3.8648906e-07,3.5867786e-06,3.1844948e-07,9.952016e-07,3.3701706e-06,4.535897e-07,0.00011257556,0.008547554
5.0,4,0.2946906,0.0023905672,0.22037166,0.0017001218,0.41146973,0.0001943457,0.0006739873,0.0003797502,0.06787404,0.0002552174
8.0,2,0.0048294687,0.00012873314,0.5698064,0.118186526,0.026172837,0.23517895,0.038882013,0.004978189,0.0013639919,0.00047290963
8.0,3,0.00091332267,0.006773158,0.14580823,0.38868722,0.03523484,0.3390339,0.076993465,0.0043180445,0.00024971543,0.0019880428
3.0,1,5.0423383e-05,0.99828124,0.00026393723,1.8621227e-05,1.2248291e-05,1.1412242e-05,6.4334e-05,6.7223164e-06,2.3016304e-05,0.0012681086
1.0,4,0.00018361055,0.0002809521,0.026531596,0.027168768,0.88824517,0.032427594,0.013166129,0.011892128,7.2087896e-05,3.2037016e-05
8.0,2,0.0025446347,0.0001521757,0.3945604,0.25533053,0.0075792368,0.26003885,0.050849605,0.016439343,0.009608053,0.002897104
7.0,0,0.9903222,0.0016065197,0.004179607,0.00016535405,0.0001044583,5.5494264e-05,2.4599893e-05,1.3096915e-05,0.0021618889,0.0013667905
2.0,7,1.2185366e-06,2.9279144e-07,2.9209925e-05,3.593811e-05,0.0010446839,0.0009793772,2.3036584e-07,0.9979087,2.3002546e-08,2.9298812e-07
7.0,2,0.0003672646,0.00023243988,0.9328758,0.016403167,0.01636178,0.0145831155,0.015753333,0.0027680106,0.00011678742,0.00053816923
5.0,2,0.0010790617,0.0006782597,0.5611812,0.013561607,0.3083227,0.03450775,0.0010527004,0.07923427,0.00025951845,0.00012295913
7.0,9,0.0018734721,0.39645413,8.619414e-06,0.00027059566,2.4018204e-06,3.2117867e-05,0.00025757038,3.4245465e-06,0.011955299,0.58914244
3.0,8,0.0884754,0.0030293982,0.0041489303,0.00091928337,0.00050801743,0.0006324568,6.761226e-05,0.00095309434,0.84016526,0.061100535
5.0,0,0.65192306,0.19130014,0.10967935,0.0050244187,0.004952356,0.00082630164,0.013903769,4.105009e-05,0.013425876,0.0089237
2.0,3,0.0025226881,0.00013037189,0.20424868,0.6523386,0.07877276,0.050515246,0.0065194615,0.0038818857,0.00065484457,0.00041547554
9.0,5,0.0023799625,2.8107337e-07,0.00554011,0.027203863,3.2417378e-05,0.95616776,1.4941766e-05,0.0035222138,0.0051280395,1.0365644e-05
2.0,5,0.0009577431,2.9119297e-05,0.055637673,0.41635498,0.0012860983,0.45550403,0.038767017,0.008502393,0.022317324,0.00064363447
6.0,1,0.24290287,0.687026,0.00035243976,0.00069564296,0.0016639036,0.0002395498,0.00014983518,0.00017884675,0.010965706,0.055825222
0.0,6,0.0028821118,0.00031414663,0.23535287,0.04251534,0.18329868,0.02416002,0.5098695,0.0012179272,0.0001566434,0.00023272174
5.0,3,0.16457357,0.0027576294,0.078132756,0.40283018,0.012325548,0.088335894,0.00473302,0.18254344,0.028925482,0.03484255
2.0,5,1.698696e-05,1.6575797e-06,0.00026501203,0.36562,0.001756286,0.6261183,0.004296185,0.0018883978,3.618894e-05,9.77038e-07
5.0,5,0.00048483923,0.00022281887,0.16057688,0.067730196,0.007625977,0.5171271,0.008470529,0.23489738,3.9089522e-05,0.0028251794
2.0,8,0.00043809586,0.00024242591,9.467433e-05,1.121889e-05,1.377236e-05,2.0682246e-06,2.3220021e-07,1.551553e-05,0.9987204,0.00046162304
8.0,2,0.0049400744,0.0010938935,0.34584558,0.22816674,0.20124917,0.19130304,0.018955419,0.006447725,0.0012467763,0.00075163244
5.0,5,0.018640155,0.0022414732,0.008428361,0.2671522,0.00041467295,0.6864323,0.0012070797,0.0014760705,0.012346617,0.0016610695
1.0,7,0.000107976346,4.766544e-06,0.14474931,0.010290891,0.00496377,0.03706029,0.0004727989,0.8017528,7.6277564e-07,0.0005965623
8.0,0,0.90601844,0.01766549,0.01475779,0.0009146465,0.00052283995,0.00026869873,0.0010541934,2.6499538e-05,0.046298854,0.012472577
1.0,0,0.9465847,0.0021070882,0.00021905893,3.490053e-05,0.00029978465,3.6934075e-06,1.5577174e-06,3.4823766e-05,0.049363013,0.0013513236
2.0,8,0.26914173,0.005951406,0.010074737,0.00025753165,0.00018508692,2.4743913e-05,5.3971813e-05,1.9427387e-05,0.71110773,0.003183637
9.0,8,0.0057791043,0.02676213,0.0019011219,0.000193395,0.0040150816,2.3222377e-05,1.5064367e-05,0.00019024985,0.9601031,0.0010174521
2.0,6,0.00050984183,0.0016793587,0.0068077366,0.0096451845,0.0052946424,0.00084655243,0.9741097,1.6443024e-05,0.00045727304,0.0006332027
2.0,3,2.1381778e-05,1.7232513e-05,0.0069292197,0.70208186,0.0005935111,0.27828792,0.011005132,0.0008952764,0.00014109431,2.7344346e-05
3.0,8,0.0016352003,0.0010679081,3.0709783e-05,7.3636024e-06,3.0833242e-05,4.1513517e-06,1.4640231e-06,4.1692297e-06,0.99710685,0.000111433845
9.0,1,1.0137984e-05,0.9942861,8.145058e-06,2.0594118e-05,1.0059622e-06,1.3987021e-06,6.601591e-05,7.9305113e-07,3.4723707e-05,0.0055710417
2.0,9,0.0025568595,0.013805166,0.01300818,0.008003266,0.0005926363,0.0041755373,0.0063404995,0.0055259885,0.00035378584,0.9456381
4.0,8,0.004170005,0.00022837183,0.0031791886,0.007177484,0.0003300089,0.0005450067,0.0003191808,0.00014381051,0.98061556,0.0032914018
6.0,1,0.13920271,0.7053174,0.026844176,0.0027435464,0.0010152449,0.00041980218,0.0016759364,0.00027553563,0.010987291,0.11151842
0.0,2,0.0034236768,0.0012227647,0.4695083,0.1853015,0.06812275,0.13551724,0.09571421,0.035700113,0.003854034,0.0016354084
0.0,6,0.0011700486,0.0002515244,0.005034227,0.14986823,0.0005252996,0.0076219775,0.8290765,9.187911e-06,0.0055882535,0.0008547487
2.0,5,0.002100107,0.0010894485,0.22782634,0.22178379,0.04132672,0.322377,0.12012487,0.055059195,0.005185106,0.0031273812
0.0,8,0.017001763,0.00023284041,0.001985095,0.00033309966,0.0012116216,0.00025723848,5.903848e-05,0.0005101808,0.97519195,0.0032171009
6.0,5,0.042075887,0.0018859009,0.08806299,0.0807789,0.0074681924,0.37182742,0.004774796,0.18491454,0.0027556694,0.21545571
1.0,5,4.518647e-05,7.771362e-06,0.0003718345,0.029812023,6.527729e-05,0.96789306,9.244723e-05,0.001702872,1.4249741e-06,8.14539e-06
4.0,3,0.0009856359,0.00012444993,0.0021529202,0.69666964,0.008184838,0.26371905,0.016318861,0.009310648,0.0023871656,0.0001467646
6.0,1,0.0004870879,0.9668852,0.00045010776,0.002610702,3.9791463e-05,0.00021449484,0.00069068116,0.00032113132,0.011144084,0.01715674
3.0,8,9.5568e-05,9.9719555e-06,1.4057073e-06,3.3471207e-07,1.32549e-07,5.6298255e-08,1.2141493e-08,3.597917e-08,0.9998759,1.65811e-05
1.0,1,0.00023073445,0.99032694,1.3166872e-05,2.0244584e-05,5.3427057e-06,2.0799744e-06,1.6030493e-05,1.5481061e-06,0.00021407631,0.009169781
8.0,2,0.011758148,0.0017489732,0.79099447,0.022698859,0.13658233,0.0060814973,0.015595521,0.011734041,0.0007572469,0.002048859
4.0,0,0.97513604,1.5617753e-06,0.023033097,0.00073743996,0.00057202,0.0002191722,1.091548e-05,1.8092987e-05,0.00025450328,1.7201308e-05
5.0,8,0.00037591986,3.091296e-05,6.869429e-05,0.00021590946,4.1100368e-05,1.610682e-05,8.106359e-06,3.0634772e-05,0.99905866,0.00015396324
8.0,7,3.1523075e-05,0.00015626388,0.00031220855,0.00063088257,0.0033521005,0.0019102753,4.7729177e-06,0.9924367,6.9226603e-06,0.001158276
9.0,5,0.00036854317,2.8523398e-05,0.008025887,0.15653546,0.0014828541,0.813381,0.002016565,0.01655125,0.0014647624,0.00014521713
5.0,4,0.00042337793,0.0020275342,0.038143653,0.010601658,0.8511879,0.015948657,0.059384324,0.021810522,6.268627e-05,0.00040974817
6.0,1,0.0017611597,0.9852806,4.4123044e-05,1.6346014e-05,1.2488636e-05,2.7293781e-06,0.00011270868,2.9420693e-07,0.00036542836,0.012404124
0.0,3,0.017355355,0.028499894,0.12794445,0.2559595,0.030270973,0.09085551,0.069832675,0.13728689,0.0029748266,0.23901998
4.0,3,0.020698108,0.00062523363,0.031131957,0.7370092,0.003178725,0.07058791,0.04375101,0.000625818,0.082671165,0.009720894
7.0,5,0.0012220105,1.6976648e-05,0.15481108,0.32920757,0.0050379145,0.49697736,0.006804974,0.005382854,0.00043440473,0.0001048541
0.0,2,0.0030052671,0.0003118288,0.578451,0.06376129,0.007621748,0.3294209,0.010206143,0.005766875,0.00044337945,0.0010115474
0.0,1,0.0032989339,0.95685226,0.0004666079,4.971977e-05,4.6287427e-05,9.914382e-06,6.761572e-05,1.6221677e-05,0.002480304,0.036712073
8.0,4,0.000914772,0.0030812786,0.02314967,0.07166166,0.44924188,0.062763296,0.13910761,0.2488819,0.00016208914,0.0010359053
7.0,7,1.4313212e-06,2.0138407e-06,1.3797876e-05,3.1754083e-05,0.0017732409,0.00014921844,3.0610988e-07,0.9980262,3.1967666e-08,1.99888e-06
2.0,4,0.022674734,0.0013809929,0.09591427,0.0022045276,0.8680446,0.001542729,0.0020984875,0.005083115,0.0006012376,0.00045513478
2.0,9,0.0010880684,0.0008239849,4.9051363e-05,0.0004179282,8.756647e-06,0.00015213694,0.00015348657,6.373103e-05,0.00013590443,0.99710697
5.0,3,0.0017579467,0.00022079145,0.007798867,0.8272719,0.012954446,0.09948983,0.043224342,0.0035142056,0.0028399625,0.0009277467
5.0,4,0.0008178178,0.00013500026,0.027114665,0.02052308,0.6836993,0.020623207,0.018978646,0.22795342,1.2819232e-05,0.00014203861
2.0,4,0.0008752853,0.00014122677,0.023405064,0.07458575,0.8134418,0.026904942,0.055605926,0.0049216724,5.213072e-05,6.62562e-05
7.0,2,0.00060195196,4.7613594e-06,0.975339,0.00069309724,0.004563925,0.00041717273,0.018327465,2.7517583e-06,4.5201585e-05,4.6720993e-06
2.0,8,0.041329756,0.00018294109,0.003050724,0.00012392776,0.0016919326,2.1960248e-05,0.00014830005,2.2221482e-05,0.95325685,0.00017139748
8.0,9,0.0009816481,0.410959,2.6894555e-05,0.00013691554,8.677053e-06,3.571713e-05,1.4294328e-05,0.00021808651,0.014074464,0.57354426
9.0,2,0.0007265997,0.00040398867,0.49695557,0.006746836,0.3614987,0.0061749993,0.1265542,0.00065196765,0.00023824151,4.8832982e-05
3.0,8,0.0013378451,0.03441657,6.8290765e-06,3.4854368e-06,9.124634e-06,1.1290163e-06,3.1860066e-07,1.4688428e-06,0.96375483,0.00046842816
2.0,3,0.0043759365,0.0021069497,0.079149835,0.5770015,0.03022473,0.18450183,0.056058932,0.054774106,0.005155351,0.0066508674
6.0,2,0.00040411946,1.308965e-06,0.99023306,0.0009066097,0.0028330826,0.00063985144,0.004917364,1.7193986e-05,3.945725e-05,7.989635e-06
8.0,3,0.00766767,0.0007688722,0.062191866,0.34417623,0.17888358,0.15648897,0.014586027,0.22691317,0.0057830387,0.0025405933
6.0,0,0.58801645,8.747072e-06,0.36119604,0.0045684907,0.002118502,0.0104369,0.0017650151,0.0015573412,0.029833978,0.00049856404
2.0,3,0.0019023969,8.663064e-05,0.023096638,0.6040935,0.049860116,0.27889538,0.031278837,0.0094027715,0.0012450562,0.00013867719
4.0,9,0.0009820577,0.060209583,4.1074876e-05,5.338823e-05,1.287925e-06,2.9675987e-06,2.5502472e-06,5.377905e-05,0.0013173582,0.9373359
9.0,1,0.0019684157,0.71436226,0.00030333432,0.010310309,8.357046e-05,0.0004915064,0.009015821,2.0142978e-05,0.003435382,0.2600093
5.0,3,0.0010478825,0.00047304385,0.026481004,0.67752814,0.0008034049,0.28908783,0.0008079389,0.0019484553,0.00011876516,0.0017034897
9.0,1,0.007345931,0.98361975,1.23462e-05,1.4320257e-05,5.175613e-06,3.429596e-06,3.6715992e-06,1.228499e-06,0.0015824361,0.007411766
6.0,0,0.98882335,8.119001e-06,0.005126732,0.0027501308,0.001187454,0.00042816089,3.1650718e-05,0.00013895842,0.0014804574,2.4863577e-05
0.0,2,0.02283404,0.0012821252,0.9127053,0.00252457,0.053173088,0.0027508151,0.0023441685,0.00027319195,0.0014173188,0.00069544866
0.0,7,0.00048647705,0.00011736441,5.0541195e-05,0.00038736075,0.0031954094,0.0008144068,6.3190023e-06,0.99294996,1.3736903e-05,0.0019783594
8.0,7,0.046604645,0.0004993371,0.002685369,0.024492053,0.0036669567,0.00985972,4.8227834e-05,0.55245155,0.35191095,0.0077811438
1.0,1,6.198434e-06,0.99516785,9.857607e-07,0.00010162319,4.8259775e-08,1.5117772e-06,0.00023255016,1.3111106e-08,0.00010100569,0.004388182
8.0,9,0.014761278,0.025607485,0.008895888,0.104302436,0.0047388524,0.018272832,0.114377044,0.0079821125,0.06577,0.635292
5.0,7,0.0015658943,7.9708536e-07,0.010794716,0.14218687,0.018565806,0.16773927,2.1772945e-05,0.65903986,4.8421345e-05,3.65809e-05
3.0,2,0.0039863014,2.1558289e-07,0.9947429,0.0001795419,0.00071119133,0.00023689067,7.267498e-05,2.2398848e-05,4.444524e-05,3.4549857e-06
7.0,2,0.009655617,0.013405781,0.49197963,0.06906181,0.013747272,0.040234283,0.3457037,0.0004114375,0.014054733,0.001745716
2.0,9,0.026980227,0.029319344,8.840814e-05,0.00066723244,7.153885e-05,0.00011534312,0.00039224702,3.9657785e-05,0.003979133,0.93834674
8.0,7,0.00052122655,4.034283e-07,0.00067097,0.048675265,0.17249785,0.17636994,4.656249e-06,0.60125726,1.7930907e-06,6.2229907e-07
5.0,6,4.4619454e-05,1.9119838e-05,0.0014404828,0.0016213269,0.00077047764,0.00016022698,0.9958488,9.242782e-07,6.898924e-05,2.5091265e-05
9.0,0,0.6389669,0.11664241,0.007453855,0.0012951426,0.03682612,0.00075090677,0.00021416582,0.10878745,0.011348827,0.07771417
9.0,4,0.011717202,0.0019893537,0.08868621,0.017990375,0.82103515,0.031188935,0.013226915,0.0121347895,0.0015426351,0.00048845285
1.0,0,0.757259,0.0037761799,0.012471642,0.002439006,0.0007815403,0.00040287795,2.769406e-05,0.0061506066,0.20195861,0.014732744
7.0,5,0.00062432216,0.00017362878,0.013340267,0.022246392,0.00024386936,0.9579132,0.00026602863,0.0049257283,7.4973796e-05,0.00019156445
1.0,1,0.00035901504,0.98980916,4.745869e-05,3.3387187e-05,2.0060272e-05,5.306639e-06,3.1021784e-05,4.5762088e-05,0.00023295669,0.009415753
1.0,2,0.1734927,0.0018850166,0.43349618,0.11604351,0.0021994459,0.11585812,0.14884633,0.00013174259,0.002542279,0.0055047693
7.0,7,0.0013592237,0.0002989197,0.007279839,0.13191552,0.008317465,0.2979233,0.00020215873,0.5522303,0.00011526393,0.00035793785
4.0,9,0.23737332,0.015728366,0.0063769673,0.008898543,0.005842547,0.0050786855,0.00025920643,0.17913751,0.06350919,0.47779572
2.0,4,8.798496e-05,0.0003278923,0.061281025,0.01946499,0.6639459,0.0042111543,0.24877098,0.0016750271,0.00018913101,4.586378e-05
2.0,4,0.0014505441,0.00047426304,0.0022061507,0.0065291794,0.9592034,0.00069161406,0.028702127,0.00051788264,0.00019792818,2.6833404e-05
1.0,7,0.16052839,0.04369631,0.051717684,0.0050121886,0.036177766,0.015156436,0.00038695062,0.35033306,0.17038673,0.1666045
6.0,2,0.0355383,0.00095884205,0.41531608,0.2244294,0.01859925,0.18383871,0.09434398,0.0032756107,0.020318286,0.0033816549
7.0,5,0.17717052,0.049023084,0.025865648,0.14590822,0.0007568619,0.43149376,0.0058614095,0.005875045,0.009661267,0.14838411
6.0,2,0.0008303815,0.0003564028,0.35700426,0.027401706,0.27363643,0.007066382,0.33143973,0.001485785,0.0004918846,0.00028705908
5.0,3,0.012328727,5.9645863e-05,0.14231363,0.41297445,0.07413204,0.31674677,0.0015708839,0.036813468,0.002954145,0.00010630764
8.0,8,0.33126876,0.031519853,0.0020226934,0.0008172669,0.00093418476,0.000100208475,0.000101643454,0.0003807515,0.62197906,0.010875527
4.0,1,0.000104080296,0.9983108,1.2880564e-05,5.7354873e-06,1.615591e-05,1.0062988e-06,9.442765e-06,1.2955842e-06,0.00021114394,0.001327511
9.0,8,0.00025554985,0.00062910566,1.9157267e-05,1.617325e-06,1.2799116e-05,1.4281291e-07,7.6572256e-08,4.840264e-07,0.9990675,1.3573101e-05
1.0,2,0.45832244,0.0013113086,0.53062165,0.0062892684,0.0017753642,0.0012288291,9.820883e-05,2.0404445e-05,0.00025066893,8.1832026e-05
4.0,3,0.027391547,0.005426825,0.08522834,0.6265977,0.13385926,0.066707134,0.008746974,0.031206386,0.013301353,0.0015345409
0.0,2,0.011372643,0.0037705717,0.5259245,0.056655977,0.03258697,0.047198664,0.0014539164,0.30527604,0.006659839,0.009100967
4.0,3,0.011793968,0.028131315,0.13036534,0.692752,0.020359335,0.040085264,0.009677345,0.025403742,0.031623352,0.00980825
9.0,1,0.0013269247,0.98696405,1.3715882e-06,6.3729653e-06,1.9735455e-07,2.5130632e-07,3.0119952e-06,1.0218618e-08,0.009335248,0.0023626671
9.0,1,0.0005558302,0.807387,8.4501244e-07,7.5861117e-06,2.0881386e-07,7.924694e-07,5.755054e-07,1.9195518e-06,0.039846748,0.15219846
3.0,4,0.00018155077,0.00038006672,0.046636112,0.0224958,0.7205865,0.11245105,0.023669817,0.07349079,4.604133e-05,6.23307e-05
1.0,9,0.004816908,0.17947312,0.00031683478,0.0011875578,4.4955115e-05,0.00038625754,0.00021494021,0.00026408036,0.0041672434,0.8091281
4.0,1,0.005688641,0.57517576,0.0022933348,0.024651987,0.0038454656,0.0064634094,0.04782303,0.0027669969,0.008764709,0.3225267
2.0,3,0.0013288618,0.0011246981,0.003139057,0.7253873,0.0009541434,0.25446022,0.011487806,0.00026010282,3.4840057e-05,0.001822953
0.0,7,0.00053490285,0.00039034287,0.00072688673,0.00076849846,0.010913897,0.002124567,2.0775831e-05,0.98235244,4.4871944e-05,0.0021228618
8.0,8,0.12945238,0.0005974587,0.034640804,0.0006742915,0.004707765,0.00019666372,0.00013683224,0.00064840604,0.82824075,0.00070462754
7.0,2,0.00011976234,4.280145e-05,0.98757833,0.0027643011,0.0046088165,0.0026257264,0.00095179485,0.0012755288,3.3253896e-06,2.94721e-05
3.0,6,0.00021396647,0.00039912568,0.022221671,0.007994703,0.071106024,0.004452828,0.89350736,4.5950146e-05,2.9898703e-05,2.8518363e-05
9.0,0,0.95384026,0.00040557346,0.002510355,6.344064e-05,0.0016592061,7.0652864e-06,2.5369345e-05,4.9604846e-06,0.04116331,0.00032037578
5.0,5,0.008258353,0.0015536754,0.009800259,0.4580224,0.004559541,0.46367595,0.0010650813,0.03320728,0.018855268,0.0010023526
2.0,4,0.027929848,0.0005006536,0.32622173,0.054383688,0.5160761,0.029249692,0.023502545,0.017919462,0.003499348,0.0007169692
8.0,2,0.001268793,0.001902197,0.84631026,0.032700688,0.036829747,0.044554785,0.033545103,0.0019375393,0.00022284103,0.00072805537
8.0,3,0.07464734,1.5542203e-06,0.039154153,0.63439167,0.0015367622,0.23892179,0.0046963883,0.003253127,0.0028743169,0.0005229131
1.0,0,0.9839416,3.1694013e-05,0.0017694251,0.00011362995,0.0008922103,1.2311127e-05,7.6708075e-06,6.977346e-06,0.013205249,1.9127532e-05
2.0,7,0.087296516,0.002192909,0.017418552,0.0056344057,0.02214615,0.0069880947,0.00032138196,0.4876088,0.19794244,0.17245072
0.0,2,0.03591085,0.00016797586,0.47267485,0.0846789,0.28162104,0.016754622,0.1037725,0.0011184696,0.0030533464,0.00024734947
6.0,5,0.0017745821,0.00039837728,0.012285796,0.35768637,0.0043325634,0.58737767,0.031133506,0.0012141585,0.0036743046,0.00012274922
