gt_obj_id,pred_obj_id,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
7,7,0.008205478,0.00055949856,0.00094820315,0.0022362766,0.010853902,0.012165965,1.2197459e-05,0.9300934,0.00041310248,0.034512058
5,3,0.0027462924,0.043103438,0.05074212,0.4523173,0.010538976,0.283482,0.031875644,0.110060714,0.0012221538,0.013911419
4,4,0.00047264283,0.0011520538,0.0071657123,0.013813741,0.6219955,0.018256089,0.002296711,0.33408418,3.3611595e-05,0.00072973425
7,7,0.00014550741,3.3822964e-06,0.00023804148,0.00039444864,0.004051374,0.005580106,1.128438e-05,0.9894678,1.5400174e-06,0.00010662283
8,8,0.006414429,0.0030944701,0.0005263552,0.0014911491,0.0010897132,0.0001311884,3.9385166e-05,0.00016903096,0.870121,0.11692324
9,9,0.10576257,0.04383202,0.08358194,0.009879867,0.013852677,0.06890145,0.0013845317,0.031216903,0.034367252,0.60722077
8,0,0.5533991,0.005665404,0.004160823,0.0052856873,0.021220606,0.0005475924,5.224742e-05,0.062033758,0.036012728,0.3116221
9,4,0.0052694,0.005574535,0.15267596,0.1843404,0.2938703,0.10380466,0.034205697,0.20747994,0.003952029,0.008827083
0,0,0.6934766,0.195131,0.06079917,0.0076340064,0.011224077,0.0026384508,0.0017377362,0.00038820514,0.01646787,0.0105028525
6,6,0.0013262735,0.0001324838,0.029454494,0.21946391,0.0023566224,0.047600243,0.68800753,0.00054638344,0.009089121,0.002023043
5,6,0.00058933016,0.00050893193,0.051384404,0.054983724,0.1983893,0.18230927,0.4549101,0.054192293,0.0005505887,0.0021820185
0,0,0.40431032,0.00035521958,0.13183944,0.06756008,0.06898468,0.04351962,0.00339849,0.2192102,0.025682608,0.035139352
9,9,0.23760222,0.025189748,0.13579649,0.019675855,0.012632125,0.013311217,0.0010951968,0.058813326,0.053829066,0.44205475
2,2,0.028801715,0.00018050736,0.3841584,0.051412202,0.2603846,0.12637065,0.05115818,0.08974352,0.0033940063,0.004396183
1,1,0.008828016,0.6216171,0.011189705,0.00824434,0.020345543,0.0033346843,0.001913433,0.07414817,0.0005043044,0.24987473
4,4,0.02332815,1.3516952e-05,0.07555755,0.003964022,0.88589686,0.0024924679,0.007800295,0.00091918657,1.6576518e-05,1.1335661e-05
4,5,0.001203112,5.8889247e-05,0.06937648,0.11554146,0.22926037,0.37589043,0.02786938,0.17947164,0.0002563862,0.0010718502
0,2,0.046170827,4.4589437e-05,0.5752884,0.0035740861,0.36480606,0.001045579,0.0061972784,0.0011830302,0.0015147936,0.00017526597
8,8,0.025530731,0.00017699535,0.00038593347,0.00029122105,0.00018396603,3.2759806e-05,1.0676659e-05,4.636783e-05,0.97257215,0.000769106
0,0,0.9873039,5.7561687e-05,0.0031430942,0.0007789166,0.0040849126,0.00014669694,2.3494173e-05,0.003998977,0.0003372215,0.00012519708
4,4,0.0014661112,0.00020699856,0.07317578,0.017757999,0.8709146,0.008770557,0.004850502,0.02272366,7.0812006e-05,6.285861e-05
2,6,4.8129023e-05,1.4096106e-06,0.028866015,0.323856,0.00056725834,0.061855864,0.5831254,0.0014185178,0.00014702165,0.00011435565
0,0,0.837609,0.0032754038,0.048864987,0.0043432727,0.052951176,0.0014359972,0.00013194264,0.043575075,0.003539329,0.004273759
9,9,0.024458487,0.013136051,0.09547757,0.12776503,0.0107410615,0.06610165,0.015864791,0.063432395,0.042404257,0.54061884
8,8,0.013135825,0.00039947664,0.0031451853,0.0048770965,0.0014443947,0.0004809947,0.00056545023,0.00049952086,0.9608085,0.014643518
2,2,0.0013773335,3.5115438e-05,0.6663524,0.029218782,0.22451057,0.022650179,0.051911023,0.0035515768,0.00028482146,0.000108193904
4,4,0.00016029426,3.545571e-05,0.0058260676,0.01694561,0.9052137,0.01386451,0.01670832,0.04117119,2.4720344e-05,5.0164483e-05
2,7,0.0007394703,0.0024143087,0.18286993,0.15868175,0.061030887,0.15771441,0.13666289,0.29726854,3.9631854e-05,0.002578155
9,9,0.18043424,0.15734506,0.0002455481,0.00020304622,0.0002951192,5.7530742e-05,3.9217037e-05,0.00038142325,0.023957662,0.6370412
2,2,0.10573012,3.51136e-06,0.8611806,0.009293808,0.0043625385,0.01102166,0.00589465,0.0005386368,0.0018192271,0.00015521781
6,7,0.018093823,0.00059962535,0.008028627,0.14488958,0.08058325,0.24490665,0.0036978151,0.45209426,0.018876608,0.028229738
1,1,1.1508428e-05,0.98727834,5.530333e-07,2.443749e-06,8.05418e-07,6.177451e-07,3.841747e-07,3.187579e-07,5.7564394e-06,0.012699289
5,7,0.19082236,0.01960071,0.07450494,0.022824382,0.07239814,0.17641377,0.001178508,0.2321861,0.15377747,0.056293625
1,1,0.01762678,0.7049125,0.0098343715,0.020804053,0.06018694,0.001147852,0.070187844,0.0011087338,0.07981583,0.034375057
2,2,0.011192657,3.5583078e-05,0.6560484,0.0076303883,0.31322923,0.004415715,0.0032461453,0.0029889066,0.0010907872,0.00012208766
3,7,0.004248552,0.00073698134,0.09659285,0.10162161,0.018311895,0.37216172,0.0009058138,0.39921507,0.0009792235,0.005226377
6,9,0.035552558,0.11348251,0.20103021,0.09235347,0.032419167,0.046650685,0.10420111,0.015904645,0.0704079,0.2879977
8,8,0.0009805415,9.119352e-05,0.002488326,0.025901841,0.0016873144,0.0051449016,0.0002818261,0.0020958195,0.96115303,0.00017513605
9,9,0.0045922427,0.005198358,0.13111728,0.37115332,0.014297681,0.015994431,0.038781222,0.03536929,0.010473324,0.37302285
1,1,0.03552691,0.58944374,0.004964596,0.038660783,0.008157489,0.08240419,0.00024871167,0.0075454693,0.04256407,0.19048402
8,8,0.011855114,0.00029173173,0.00018872818,0.00022045946,6.285563e-05,1.0758624e-05,2.899722e-05,4.0591954e-06,0.9856155,0.0017217435
7,7,0.0060045007,4.7846494e-05,0.001838313,0.0016939993,0.0060004503,0.0036254656,2.4123885e-05,0.97286046,0.00023843415,0.007666339
2,2,0.0011309722,1.4142654e-06,0.96306574,0.0038285481,0.009436686,0.0020086968,0.02019494,7.425441e-05,0.00023154159,2.7230006e-05
7,7,0.012733771,0.06830965,0.21365386,0.034123812,0.26075324,0.012860953,0.021502383,0.32622913,0.00339517,0.046438035
5,4,0.006361473,0.00027995955,0.067161396,0.13756658,0.4717254,0.24351424,0.03488238,0.026794963,0.010296532,0.0014170142
7,7,0.0010594589,5.2059127e-05,0.001816078,0.0011995704,0.031917375,0.0029811682,6.3525324e-05,0.960305,2.536615e-05,0.0005804365
3,3,0.006402817,0.000265746,0.0583883,0.5409887,0.19237725,0.13056126,0.020058248,0.04366184,0.0058563338,0.0014395626
7,7,0.0068314276,0.00094243535,0.02774607,0.058837242,0.023745982,0.06202578,0.0021378833,0.8014552,0.00015357159,0.016124403
2,2,0.14861438,0.004715547,0.25390825,0.05810673,0.09071895,0.16771539,0.014442442,0.086369455,0.10597037,0.06943846
9,9,0.002668553,0.016061725,0.0007643789,0.00769875,0.00097192667,0.0005826138,0.001254437,0.0007497722,0.15375714,0.8154908
2,2,0.12912329,7.6041244e-05,0.7800906,0.005514552,0.076643825,0.0010328554,0.00035588545,0.0025199756,0.0046165753,2.6412215e-05
6,6,8.938198e-06,6.853046e-05,0.0006830403,0.007673343,0.0005309776,9.881091e-05,0.9904603,3.8009646e-05,0.00035679238,8.120882e-05
0,0,0.63002634,0.006564687,0.022346765,0.017075246,0.037663165,0.0035913228,0.0016588245,0.11548179,0.06729681,0.09829504
5,5,5.4298802e-05,5.669029e-06,0.0012468399,0.07509123,0.001046091,0.8901696,6.1170913e-06,0.03160592,7.816627e-05,0.00069602457
2,2,0.0016774954,1.2659712e-05,0.7941494,0.11167372,0.019388022,0.05033297,0.014184352,0.0065931603,0.001918259,6.998298e-05
9,3,0.003000595,0.034010652,0.058707085,0.43837926,0.1121659,0.13921328,0.029352207,0.06171342,0.011772674,0.11168496
0,2,0.026115213,0.00038313272,0.5321882,0.061073393,0.2780402,0.041088607,0.023987273,0.019426635,0.015571977,0.0021253517
8,8,0.020733269,0.00720628,0.003197258,0.009925016,0.0026871874,0.0021681162,0.002075351,0.00052788755,0.94335765,0.00812202
2,2,0.20753035,0.00077108445,0.25491148,0.094754934,0.067156136,0.13127983,0.00015667143,0.22248262,0.010473785,0.010483119
0,9,0.09114712,0.28931525,0.004475615,0.0013615083,0.004491615,0.00039730917,0.00026132495,0.0024960865,0.047892503,0.5581617
8,8,0.019220818,0.0053945663,0.0015824431,0.00081177155,0.0013171698,4.256426e-05,7.030515e-05,3.8478145e-05,0.96999186,0.0015300252
1,1,0.00088473316,0.8544472,0.0048458,0.08035893,0.0017932096,0.011346243,0.012284598,0.00052876887,0.01691373,0.016596776
2,2,0.20724623,1.3362845e-08,0.73533493,0.01196169,0.0016919703,0.0015155317,0.037090883,0.0003239572,0.0047748005,6.0081795e-05
9,9,0.0008931528,0.005276232,4.504821e-07,8.849075e-06,4.1267944e-05,2.228997e-06,1.0119819e-07,4.6483343e-05,2.3729915e-05,0.99370754
2,2,0.1408811,0.00013808835,0.38262466,0.09794805,0.06671163,0.08834689,0.0006602192,0.1961811,0.020623825,0.0058844024
2,2,0.1701928,0.0020189816,0.6529534,0.027661117,0.03856436,0.067739815,0.008930058,0.016039668,0.0060969447,0.009802986
6,3,0.009525748,0.0015573307,0.0783406,0.41794464,0.004548044,0.28729025,0.17116489,0.0075826943,0.011778269,0.010267552
9,9,0.0068531665,0.022200555,0.014756657,0.025764437,0.005789334,0.011297889,0.060771562,0.007668604,0.016419569,0.82847834
2,2,0.10606385,5.3847452e-06,0.8135475,0.017612148,0.03650374,0.014615406,0.0013929802,0.008006868,0.0020862764,0.00016582744
2,2,0.0051417765,5.5478595e-05,0.9327637,0.0077483957,0.03287826,0.0039756396,0.016028117,0.00093835645,0.00023264415,0.00023773022
6,6,0.0028499437,6.0218772e-05,0.02683765,0.01593331,0.016109124,0.006350621,0.9091177,5.160707e-05,0.022242012,0.00044788385
0,0,0.9622821,0.010849973,0.0033808332,0.0050954064,0.0035238834,0.0010713019,0.00011122202,0.00041234415,0.011602778,0.0016700671
4,4,0.004251251,0.0017019808,0.03185775,0.16540536,0.32563442,0.0033716068,0.22365604,0.0040687225,0.2301078,0.009945008
5,2,0.026655681,4.8507052e-05,0.43883994,0.12267226,0.039485924,0.29995036,0.026456041,0.027307138,0.013716416,0.004867796
0,0,0.97706294,0.0032613177,0.008115151,0.0011885633,0.0019474821,0.00017654635,0.00044663993,6.0637823e-05,0.006762278,0.0009783906
2,6,0.00020970796,6.245823e-05,0.032310504,0.047839116,0.017826283,0.006328904,0.89421916,0.000753435,0.00022360157,0.00022689979
9,8,0.08171182,0.03676164,0.0067250663,0.037435114,0.0002877079,0.002140418,0.040995352,1.4783501e-06,0.78520215,0.008739278
4,4,0.011656373,9.8371806e-05,0.13721071,0.016720524,0.63967824,0.0080135055,0.18389244,0.0021188364,0.0004535338,0.00015740441
6,4,0.0008516006,2.4400777e-05,0.144175,0.03339746,0.737922,0.008806546,0.07076288,0.0029807338,0.001041887,3.7446705e-05
3,3,0.0008158954,0.00081904733,0.0017313472,0.9101377,0.0006056978,0.058946233,0.00279604,0.0101690665,9.9729776e-05,0.013879253
1,9,0.024215814,0.4062661,8.4697465e-05,0.00033207252,0.00014980785,6.4756496e-05,5.18214e-05,0.0002347848,0.002801599,0.5657985
9,8,0.00036879737,0.08732248,8.2492545e-05,0.0008429077,0.0001600197,0.00013994712,9.531972e-06,3.606672e-05,0.87025523,0.040782556
4,4,0.00011869456,0.00022379526,0.046571124,0.029925134,0.9031202,0.0048990957,0.012818622,0.0021177733,0.00011697535,8.859217e-05
5,3,0.00048354952,1.2863161e-05,0.019225039,0.7439195,0.001191171,0.19593588,0.002059939,0.0154357245,0.017602613,0.0041337395
8,8,0.016930163,0.00058030535,0.00062888104,0.0003558843,0.00032247027,3.994484e-05,3.921268e-05,4.5931618e-05,0.98044753,0.0006096501
9,7,0.0065970537,0.007497721,0.07224394,0.032596372,0.16613962,0.03672612,0.0023367004,0.66318524,0.0012802322,0.01139711
0,5,0.026407296,0.0010258269,0.08058372,0.25255778,0.09954679,0.3100191,0.008551628,0.16833651,0.035623867,0.017347524
6,6,9.32873e-06,4.3832556e-06,0.00011832562,0.0014924126,0.00023905943,0.00016450038,0.99790996,5.388852e-07,5.606005e-05,5.3101367e-06
0,0,0.4811036,0.005919662,0.031845674,0.021453712,0.04010274,0.017737558,0.0030479915,0.3794312,0.004392127,0.0149658015
4,3,0.005183511,0.0016023181,0.066748455,0.658274,0.13532823,0.07470569,0.0055682305,0.044156097,0.007318806,0.0011146417
7,7,0.0015108063,7.041735e-05,0.0028773958,0.001262126,0.02782001,0.0045254263,0.00026368522,0.9606956,5.665007e-05,0.00091782573
8,0,0.34167203,0.026684068,0.2799506,0.026930079,0.043700784,0.010241962,0.0069230665,0.027000684,0.17784047,0.059056234
0,2,0.29438618,0.000181151,0.5267242,0.07910343,0.028118975,0.015008028,0.0037466623,0.051101718,0.0014374002,0.00019224739
8,8,0.1449537,0.0003137085,0.005762751,0.0046542706,0.0015837881,0.00075588387,0.00031677543,0.00730104,0.7741883,0.06016977
7,3,0.00046851466,1.2047056e-05,0.027586542,0.3832704,0.083296634,0.34469533,0.012707589,0.14453882,0.0020243828,0.0013996691
4,2,0.0025168506,2.5570362e-05,0.78106415,0.07232344,0.069477364,0.064262204,0.005333221,0.004715777,0.00022559773,5.5740387e-05
8,3,0.009916838,0.03203156,0.052272208,0.5050212,0.03153883,0.14051527,0.0016551294,0.08961033,0.05068692,0.08675175
5,5,0.00062768906,0.003958961,0.15387382,0.036795747,0.0153234415,0.72169966,0.02967686,0.033296283,0.00041352067,0.0043340004
3,5,0.025632352,0.0007430254,0.11792951,0.2758006,0.0029559594,0.50966674,0.05853774,0.0072247414,0.0005772987,0.0009320804
2,2,0.0038559719,0.00017004195,0.6852218,0.06412765,0.007068574,0.21686488,0.0049275425,0.014694838,0.0011107773,0.0019578626
4,7,0.0031938336,0.002668333,0.0007784177,0.009385799,0.017851742,0.009844604,0.00022970406,0.8793403,0.0002442875,0.07646301
2,2,0.018612048,3.6408936e-05,0.69440943,0.050543923,0.017615153,0.187493,0.0048958105,0.024217693,0.0008570065,0.0013195854
8,8,0.09707737,0.0007973449,0.0018349743,0.002001084,0.0021945583,0.00029388428,4.1684798e-05,0.0016939386,0.8921128,0.0019523246
9,9,0.036945857,0.23508777,0.00017732561,0.0028946437,0.00015362352,0.00010672137,0.00019175034,0.00026763434,0.24465114,0.47952357
4,4,0.0014254681,0.00029038033,0.12288707,0.21243323,0.30669108,0.13114965,0.0044710315,0.22009878,0.00012056678,0.0004328326
2,2,0.12178108,0.00017400608,0.39400005,0.2147894,0.032481965,0.18306841,0.01957154,0.00498547,0.024702748,0.0044453125
6,6,0.00016267167,0.00021304036,0.03282926,0.004649281,0.08191662,0.0013541727,0.8776726,0.0008012877,0.00024161296,0.00015952425
8,8,0.005592638,0.00011909236,6.353767e-05,0.0001361109,3.0557458e-05,8.638645e-06,4.891264e-06,6.3669995e-06,0.99377465,0.0002635151
6,6,0.0071082404,0.00016818426,0.083051816,0.1923853,0.013917674,0.12810062,0.54368967,0.0005618565,0.025931941,0.005084664
4,2,0.030559529,0.0010009892,0.64288324,0.022742419,0.18704854,0.046969604,0.04802086,0.0150553305,0.0031541921,0.0025652535
4,4,0.0010817945,0.00073089864,0.009318038,0.021512417,0.7860731,0.0072105783,0.001976665,0.17122053,0.00019243818,0.0006836047
9,9,0.036776938,0.0652081,0.0062896493,0.011026831,0.026711296,0.0012098997,3.469306e-05,0.042263925,0.040475443,0.7700032
5,5,0.0012565135,0.00026963634,0.39614415,0.046073332,0.030326989,0.39796692,0.008360552,0.115769,0.00022288553,0.0036099642
9,9,0.0029701535,0.10209923,0.0015809071,0.0017413289,0.0014315279,0.00072117144,0.0005525842,0.0054995893,0.00050232094,0.88290113
6,6,0.033126682,0.00015055,0.117151804,0.25597474,0.045641154,0.10826217,0.3819566,0.003867259,0.038352568,0.01551646
2,8,0.29390928,3.5186633e-05,0.0887583,0.06073154,0.035264626,0.03443118,0.14265344,0.00043104598,0.33742756,0.0063577862
0,0,0.9199231,0.0012650879,0.017138531,0.00022869985,0.004501596,6.109487e-05,1.4474497e-05,0.0008404793,0.049326427,0.0067004794
0,0,0.45141035,0.0012661365,0.08319587,0.00511593,0.041858517,0.003741563,0.0001891823,0.3135851,0.0068724677,0.092764854
0,2,0.26311067,0.0051440145,0.298567,0.039195813,0.23593152,0.012300296,0.077897735,0.028031843,0.030667476,0.0091535915
8,8,0.0010218084,0.0020209437,0.00033768703,0.0030997985,0.00022584872,0.00032179116,7.287806e-05,0.00018635516,0.98806596,0.004646938
3,5,0.00016790949,6.2651143e-06,0.017905734,0.4141691,0.0012737453,0.5584686,0.0023976064,0.0055536684,4.6306883e-05,1.1104497e-05
7,5,0.02690029,0.003457709,0.059702087,0.16421935,0.08299158,0.4438474,0.0065274634,0.15748051,0.0073427767,0.047530863
7,7,4.2329528e-05,2.540559e-06,0.00025274273,0.0015802907,0.011128033,0.007538804,4.080304e-06,0.9794327,3.0058897e-07,1.8177008e-05
4,2,0.004057578,4.983358e-06,0.72400784,0.015413259,0.20493883,0.012592437,0.03777037,0.0008968009,0.00027301497,4.4946006e-05
4,8,0.07087014,0.088931546,0.021220174,0.10691587,0.052969195,0.11004545,0.000857387,0.14299402,0.3982464,0.006949883
5,5,0.0025372414,0.00010109605,0.00905928,0.24119297,0.007423159,0.7098007,0.00020828108,0.02722763,0.0010647594,0.0013848351
9,2,0.01723449,0.00016389752,0.65480316,0.0729459,0.008866151,0.023516951,0.0035211407,0.20674951,0.0093015,0.0028972966
9,9,2.002158e-06,0.0022847226,9.7699115e-08,7.182136e-06,1.04326794e-07,2.3350171e-07,1.5807785e-06,1.3400171e-07,4.020222e-05,0.99766374
1,1,0.0011267667,0.765655,3.4270495e-05,0.00027825724,2.258597e-05,2.0534284e-05,2.3855264e-05,1.3697372e-05,0.027791712,0.2050333
9,7,0.16370025,0.015495834,0.060509756,0.023158574,0.08619018,0.0471157,0.00048626552,0.48711213,0.03989541,0.076335885
1,1,0.00012130378,0.916237,1.5451849e-06,1.1113678e-05,6.2859357e-07,1.9027137e-06,1.4384959e-06,9.792127e-07,5.813712e-05,0.08356594
1,6,0.002101377,0.28185445,0.06417978,0.16417766,0.010963973,0.024489293,0.40561345,0.004550501,0.003921264,0.038148224
3,3,0.0022791058,0.004784269,0.013264761,0.5664861,0.049906537,0.313973,0.027093202,0.007638368,0.0018928837,0.012681742
5,4,0.00016997996,0.0003345218,0.032259144,0.045481462,0.7530396,0.0541775,0.10353456,0.010521815,0.00020670635,0.00027472188
7,2,0.05362944,0.00027687426,0.5714692,0.102427594,0.009798541,0.11327539,0.011315462,0.036066014,0.0846469,0.017094508
4,2,0.006678795,6.547741e-05,0.5240722,0.0662785,0.06701959,0.27530405,0.041784897,0.017782696,0.0005701428,0.00044370536
1,1,0.02426364,0.6916394,0.00013147408,0.00027771166,0.0005327756,3.1654177e-05,2.7089002e-06,0.0008799005,0.0055990666,0.27664167
6,6,0.0047094217,0.002696351,0.19906247,0.037499886,0.25948194,0.034457594,0.35086513,0.09690756,0.0040027546,0.010316992
9,2,0.07073324,0.00017612227,0.3898079,0.028714947,0.02392813,0.13516767,0.0026272065,0.30589393,0.011944399,0.03100636
6,6,0.00032651343,1.1709667e-05,0.093834266,0.19734505,0.043578222,0.018242354,0.6394649,0.003850047,0.0032378267,0.000109034
5,5,0.04036628,0.0021211891,0.015923355,0.26661447,0.00852843,0.6465651,0.0012802269,0.008180737,0.0043960656,0.0060240948
8,8,0.0008536582,0.0016290899,0.00025082356,0.002799558,0.00037765622,0.00025504525,0.00016053091,0.00013681005,0.98690504,0.0066318167
4,4,0.0018651205,0.00036726944,0.08492495,0.039715488,0.71035826,0.053799454,0.0090432055,0.09877358,0.00035330834,0.0007993424
9,9,0.006378478,0.0034210237,5.8107e-05,7.688342e-06,6.127515e-05,6.170331e-06,1.7264889e-06,1.162529e-05,0.00019878858,0.98985505
1,1,0.006360749,0.96474385,0.00089993153,0.0002132999,0.000599757,7.614914e-05,5.5920027e-05,4.6607156e-06,0.0024124668,0.024633294
6,4,0.0005251836,8.137861e-06,0.13504127,0.026036408,0.7998287,0.0122184055,0.018130274,0.008081963,0.00010400877,2.5655743e-05
0,0,0.9592815,0.008880512,0.0057200873,0.00037240828,0.0011153863,4.965361e-05,2.0577521e-05,7.359202e-06,0.024127986,0.00042458568
4,4,0.00648583,0.0002675993,0.25752893,0.024439316,0.58764154,0.050135747,0.046618994,0.025469279,0.00036621199,0.0010465177
9,9,0.00090372155,0.006523273,0.00078639435,0.0024655052,0.0006899177,0.0010934614,6.807026e-05,0.0013604818,0.0027625991,0.9833466
9,0,0.46133152,0.051236793,0.06180548,0.03990938,0.12662864,0.005779053,0.14324927,0.011971287,0.017324837,0.08076369
3,3,0.0035151553,0.00019540609,0.005796708,0.6228507,0.0045379605,0.015663404,0.008946236,0.016285954,0.08183681,0.24037163
1,1,0.00023378093,0.9758414,4.69463e-05,0.00031133817,1.1737347e-05,4.6316643e-05,0.00014557086,8.947754e-07,0.0006568771,0.02270515
4,4,0.027139997,0.008433921,0.05200047,0.16324213,0.31275326,0.0755787,0.049185153,0.19392535,0.0026670045,0.11507397
2,6,0.0014086943,0.0019847546,0.15087791,0.28868192,0.056518108,0.037153583,0.43331766,0.01963666,0.002840619,0.0075800535
6,0,0.906124,3.5751647e-05,0.048052236,0.009657794,0.005796075,0.007131262,0.022082204,0.0002009534,0.0004063693,0.0005134511
8,8,0.009652708,0.00057546154,0.011297284,0.069632225,0.013737555,0.019671084,0.018116701,0.0028167947,0.8315396,0.022960614
7,7,0.0058047944,6.4372754e-05,0.0014461558,0.0011778526,0.015340244,0.0028802706,2.079424e-05,0.9725801,7.735943e-05,0.00060812023
3,4,0.014862086,0.0018990695,0.02610845,0.11233993,0.44612566,0.10447805,0.0056824763,0.2827462,0.0028341722,0.002923967
9,9,0.0007806382,0.15818776,1.1619246e-05,1.9487936e-05,1.3370137e-05,3.1661828e-05,3.3724466e-06,7.979062e-06,0.00015690486,0.8407873
5,7,0.006392137,0.00023928421,0.0017254032,0.006299044,0.0052339695,0.06501691,6.6072453e-06,0.91148657,0.00057541335,0.0030246153
3,3,0.012202686,0.009422423,0.22376046,0.39140144,0.16311586,0.03772094,0.02445709,0.12448353,0.008909527,0.0045261555
8,8,0.1880022,0.0009849648,0.0019338883,0.0005070734,0.0009528105,8.288695e-05,3.6525897e-05,0.00022293016,0.80288696,0.0043897363
8,8,0.0045125526,0.010933899,0.0012468235,0.0038950564,0.002114385,0.00047552568,0.000940229,0.0003131457,0.9744512,0.0011170885
1,1,0.0035956139,0.98646325,9.1880545e-05,2.7152455e-05,4.1544186e-05,2.644951e-05,6.1708065e-06,5.5270695e-05,0.0007588369,0.008933838
2,2,0.0018993362,1.0036125e-06,0.9794977,0.007294286,0.0023940832,0.0049018804,0.003165387,0.00041532563,0.00035684902,7.411193e-05
0,0,0.9773377,0.00021030798,0.008685205,0.00041453526,0.0007553371,6.6039975e-05,4.441484e-05,9.4214534e-05,0.012083354,0.0003088713
6,6,0.00016079505,8.717153e-06,0.008313061,0.09802015,0.0022872477,0.015933907,0.8724993,0.0001952641,0.002060219,0.00052119506
6,6,0.034538973,0.0023896361,0.017903762,0.111803405,0.21065636,0.053425368,0.49238142,0.07409008,0.0013746666,0.0014362545
0,0,0.8587485,0.0145643605,0.007501088,0.00081918243,0.009273135,0.00030439353,5.3758376e-05,0.01402093,0.009255936,0.08545878
9,9,0.038889196,0.018795574,0.0008031646,0.0010972002,0.0038467047,0.0006204106,0.000534605,0.039554305,0.00095021125,0.89490867
9,9,0.0049017505,0.15142934,0.001713226,0.00035892508,0.00064599095,0.0001887071,2.6081358e-05,0.00061099103,0.0018552925,0.83826965
2,4,0.017519787,0.0019626133,0.3062853,0.017135026,0.41669795,0.02265245,0.002979094,0.20467027,0.0028600255,0.0072375583
6,6,7.960384e-06,1.4384574e-06,0.0001261314,0.0009947161,0.0007100547,2.1475173e-05,0.99809664,3.4468334e-07,3.797024e-05,3.1978223e-06
7,7,0.0003976112,7.1760944e-05,0.0017257415,0.003707636,0.050932545,0.008930223,0.0002460724,0.93379945,1.6206197e-05,0.00017269804
8,8,0.02407191,0.0001086412,5.4583805e-05,1.1705275e-05,6.622054e-05,3.375248e-07,2.494833e-07,5.125359e-06,0.9755788,0.000102495054
3,8,0.0009646798,0.0007073354,0.00049654685,0.030907119,0.00014767717,0.0085122995,0.0005948377,0.00044849093,0.9533237,0.003897352
0,0,0.85689265,0.00027687062,0.119014904,0.008466119,0.0071044383,0.0067390213,0.00033514577,0.00016589796,0.0008682187,0.0001368745
5,5,8.553804e-05,3.6798979e-06,0.0037655341,0.02366419,0.0012675095,0.96923804,0.0006309102,0.0009647087,0.00020901365,0.00017093951
3,3,0.0049719363,0.0013900689,0.018146355,0.39025065,0.10940273,0.27117726,0.047796328,0.1501487,0.00402024,0.002695652
